document_id,question_id,exact_match,partial_f1,bleu,rouge1,rouge2,rougeL,bert_precision,bert_recall,bert_f1,adoc_supported,asum_supported,adoc_clarity,adoc_accuracy,asum_clarity,asum_accuracy,consistency
22,11,0,0.6,0.344813085,0.5625,0.451612903,0.5625,0.84711349,0.901589155,0.873502851,No,Yes,2,2,4,5,Identical-Say the same thing
22,12,0,0.571428571,0.134106396,0.303030303,0.258064516,0.303030303,0.792625904,0.916141391,0.849919617,No,Yes,2,2,4,5,Identical-Say the same thing
22,13,0,0.310344828,0.125708539,0.390243902,0.125,0.219512195,0.851833761,0.856421888,0.854121685,No,Yes,2,2,4,5,Identical-Say the same thing
22,14,0,0.438356164,0.238454562,0.457831325,0.24691358,0.385542169,0.905955553,0.922101021,0.91395694,Yes,Yes,4,5,4,5,Mostly consistent-Slight differences but same idea
22,15,0,0.315789474,0.097927752,0.147058824,0.121212121,0.147058824,0.816174507,0.838093042,0.826988578,No,Yes,2,2,4,5,Identical-Say the same thing
23,1,0,0.432432432,0.133864823,0.272727273,0.1875,0.272727273,0.881973028,0.854196906,0.867862761,No,Yes,2,2,4,5,Identical-Say the same thing
23,2,0,0.923076923,0.120252273,0.2,0.166666667,0.2,0.8253901,0.872812331,0.848439097,No,Yes,2,2,4,5,Identical-Say the same thing
23,3,0,0.195121951,0.035100698,0.112676056,0.057971014,0.112676056,0.801773429,0.823184788,0.812338054,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
23,4,0,0.097560976,0.01098356,0.17721519,0,0.17721519,0.802675903,0.800394416,0.80153358,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
23,5,0,0.102564103,0.009999842,0.12987013,0,0.12987013,0.81194818,0.811434388,0.811691225,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
23,6,0,0.5,0.137127497,0.459459459,0.194444444,0.378378378,0.840940833,0.823672414,0.832217097,No,Yes,2,2,4,5,Identical-Say the same thing
23,7,0,0.654545455,0.18875554,0.591549296,0.289855072,0.450704225,0.898936152,0.918764293,0.90874213,No,Yes,2,2,4,5,Identical-Say the same thing
23,8,0,0.705882353,0.295029413,0.285714286,0.264705882,0.285714286,0.811274409,0.896759868,0.851877868,No,Yes,2,2,4,5,Identical-Say the same thing
23,9,0,0.489795918,0.125965077,0.4,0.109589041,0.32,0.86795187,0.866622567,0.867286682,No,Yes,2,2,4,5,Identical-Say the same thing
23,10,1,1,1,1,1,1,0.999999881,0.999999881,0.999999881,No,Yes,2,2,4,5,Identical-Say the same thing
23,11,1,1,1,1,1,1,0.999999881,0.999999881,0.999999881,No,No,2,2,2,2,Slightly different-Overlap in topic but differ in detail
23,12,0,0.216216216,0.032828773,0.138888889,0.057142857,0.138888889,0.801653862,0.824053526,0.812699378,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
23,13,0,0.484848485,0.264371507,0.511627907,0.261904762,0.395348837,0.898288727,0.900565445,0.899425626,No,Yes,2,2,4,5,Identical-Say the same thing
23,14,0,0.617647059,0.339174196,0.55,0.384615385,0.425,0.909893334,0.908102453,0.908996999,No,Yes,2,2,4,5,Identical-Say the same thing
23,15,0,0.146341463,0.010371173,0.128205128,0,0.128205128,0.81075114,0.801480174,0.806089044,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
24,1,0,0.29787234,0.103379092,0.149253731,0.123076923,0.149253731,0.829353571,0.847694933,0.838423967,No,Yes,2,2,4,5,Identical-Say the same thing
24,2,0,0.206896552,0.019325856,0.168674699,0.049382716,0.168674699,0.813377738,0.84755522,0.830114841,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
24,3,0,0.419354839,0.272515098,0.414634146,0.25,0.365853659,0.904260755,0.900619209,0.902436316,No,Yes,2,2,4,5,Identical-Say the same thing
24,4,0,0.142857143,0.008119871,0.1,0,0.1,0.822180748,0.812833071,0.817480147,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
24,5,0,0.358974359,0.106952285,0.193548387,0.133333333,0.193548387,0.793309748,0.830827951,0.811635554,No,Yes,2,2,4,5,Identical-Say the same thing
24,6,0,0.472727273,0.090159515,0.481927711,0.148148148,0.313253012,0.867537737,0.899419963,0.883191168,Yes,Yes,4,5,4,5,Mostly consistent-Slight differences but same idea
24,7,0,0.615384615,0.365853871,0.666666667,0.430379747,0.469135802,0.887069881,0.899407685,0.893196225,No,Yes,2,2,4,5,Identical-Say the same thing
24,8,0,0.272727273,0.114117943,0.25,0.128205128,0.25,0.834431648,0.830177605,0.832299232,No,Yes,2,2,4,5,Identical-Say the same thing
24,9,0,0.7,0.398736442,0.666666667,0.481012658,0.567901235,0.921837807,0.925023556,0.923427939,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
24,10,0,0.315789474,0.11644216,0.216216216,0.111111111,0.216216216,0.838170052,0.840623736,0.839395046,No,Yes,2,2,4,5,Identical-Say the same thing
24,11,0,0.093023256,0.008659438,0.095238095,0,0.095238095,0.827621102,0.814137518,0.820823908,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
24,12,0,0.292682927,0.110172128,0.164383562,0.112676056,0.164383562,0.824095607,0.848344684,0.836044371,No,Yes,2,2,4,5,Identical-Say the same thing
24,13,0,0.342857143,0.123875355,0.315789474,0.135135135,0.315789474,0.834118485,0.860335827,0.847024381,No,Yes,2,2,4,5,Identical-Say the same thing
24,14,0,0.285714286,0.100529365,0.147058824,0.121212121,0.147058824,0.853969455,0.852530837,0.85324949,No,Yes,2,2,4,5,Identical-Say the same thing
24,15,0,0.349206349,0.111288528,0.252873563,0.094117647,0.137931034,0.848386049,0.850873828,0.849628091,No,Yes,2,2,4,5,Identical-Say the same thing
25,1,0,0.125,0.008085988,0.060606061,0,0.060606061,0.745370388,0.810289502,0.77647543,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
25,2,0,0.377358491,0.139248122,0.379746835,0.207792208,0.227848101,0.847595811,0.86791563,0.857635379,No,Yes,2,2,4,5,Identical-Say the same thing
25,3,0,0.642857143,0.286046199,0.588235294,0.409638554,0.4,0.881476879,0.896382451,0.88886714,No,Yes,2,2,4,5,Identical-Say the same thing
25,4,0,0.321428571,0.023089904,0.275,0.025641026,0.15,0.837120533,0.857719898,0.847295046,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
25,5,0,0.238095238,0.057085418,0.197530864,0.075949367,0.197530864,0.821301937,0.839650035,0.830374658,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
25,6,0,0.315789474,0.098322382,0.264705882,0.181818182,0.264705882,0.787248492,0.839474618,0.812523246,No,Yes,2,2,4,5,Identical-Say the same thing
25,7,0,0.292682927,0.116627529,0.32,0.136986301,0.32,0.839645088,0.840268314,0.839956641,No,Yes,2,2,4,5,Identical-Say the same thing
25,8,0,0.25,0.03921006,0.202898551,0.089552239,0.115942029,0.837573647,0.847102463,0.842311084,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
25,9,0,0.363636364,0.470636583,0.53164557,0.467532468,0.53164557,0.86358273,0.906300664,0.884426177,No,Yes,2,2,4,5,Identical-Say the same thing
25,10,0,0.428571429,0.071098757,0.390243902,0.125,0.243902439,0.866791248,0.879388332,0.873044372,No,Yes,2,2,4,5,Identical-Say the same thing
25,11,0,0.292682927,0.08665653,0.178571429,0.148148148,0.178571429,0.816397429,0.85395503,0.83475399,No,Yes,2,2,4,5,Identical-Say the same thing
25,12,0,0.489795918,0.259891462,0.535211268,0.405797101,0.450704225,0.892604589,0.89640969,0.894503117,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
25,13,0,0.2,0.024091293,0.253164557,0.051948052,0.253164557,0.824646294,0.838229656,0.831382513,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
25,14,0,0.342857143,0.093701871,0.212765957,0.177777778,0.212765957,0.829887509,0.947074533,0.884616911,No,Yes,2,2,4,5,Identical-Say the same thing
25,15,0,0.15,0.009728159,0.051948052,0,0.051948052,0.823435485,0.814804614,0.819097281,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
26,1,0,0.333333333,0.144353233,0.481012658,0.233766234,0.455696203,0.8413589,0.849492311,0.845406055,No,Yes,2,2,4,5,Identical-Say the same thing
26,2,0,0.344827586,0.064769697,0.358974359,0.105263158,0.179487179,0.844632506,0.849836349,0.847226441,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
26,3,0,0.8,0.113187416,0.303030303,0.258064516,0.303030303,0.81635499,0.945379317,0.876142502,No,Yes,2,2,4,5,Identical-Say the same thing
26,4,0,0.6,0.824316594,0.909090909,0.906666667,0.909090909,0.916692138,0.923159301,0.919914365,No,Yes,2,2,4,5,Identical-Say the same thing
26,5,0,0.139534884,0.008721082,0.052631579,0,0.052631579,0.80544287,0.814180493,0.809788048,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
26,6,0,0.133333333,0.01857882,0.126582278,0,0.126582278,0.821147144,0.8050102,0.812998652,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
26,7,0,0.375,0.382218935,0.405063291,0.363636364,0.405063291,0.856428683,0.900947571,0.878124237,No,Yes,2,2,4,5,Identical-Say the same thing
26,8,0,0.3,0.119250011,0.233766234,0.133333333,0.233766234,0.840102196,0.856433034,0.848188996,No,Yes,2,2,4,5,Identical-Say the same thing
26,9,0,0.19047619,0.021770581,0.133333333,0.02739726,0.133333333,0.825443625,0.832380176,0.828897357,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
26,10,0,0.352941176,0.121872457,0.25974026,0.16,0.25974026,0.84209305,0.857443035,0.849698663,No,Yes,2,2,4,5,Identical-Say the same thing
26,11,0,0.352941176,0.113881428,0.3,0.128205128,0.3,0.842934132,0.85591346,0.849374235,No,Yes,2,2,4,5,Identical-Say the same thing
26,12,0,0.368421053,0.045344709,0.359550562,0.091954023,0.202247191,0.89284718,0.895290971,0.894067407,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
26,13,0,0.111111111,0.010392734,0.128205128,0,0.128205128,0.824378967,0.814301848,0.819309413,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
26,14,0,0.48,0.240463518,0.277777778,0.257142857,0.277777778,0.805267811,0.874578357,0.838493228,No,Yes,2,2,4,5,Identical-Say the same thing
26,15,0,0.327868852,0.133599706,0.414634146,0.225,0.341463415,0.858810067,0.878408194,0.868498623,Yes,Yes,4,5,4,5,Mostly consistent-Slight differences but same idea
27,1,0,0.28,0.045244907,0.266666667,0.054794521,0.186666667,0.82161659,0.834450483,0.827983797,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
27,2,0,0.222222222,0.023092888,0.293333333,0.02739726,0.186666667,0.863865018,0.850364447,0.857061625,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
27,3,0,0.779661017,0.640313973,0.771084337,0.691358025,0.746987952,0.958979726,0.949525118,0.954228997,No,Yes,2,2,4,5,Identical-Say the same thing
27,4,0,0.307692308,0.079898589,0.282051282,0.131578947,0.256410256,0.829816282,0.847136617,0.838387012,Yes,Yes,4,5,4,5,Mostly consistent-Slight differences but same idea
27,5,0,0.516129032,0.080141491,0.472222222,0.142857143,0.277777778,0.861246824,0.884635627,0.872784555,Yes,Yes,4,5,4,5,Mostly consistent-Slight differences but same idea
27,6,0,0.857142857,0.272628924,0.303030303,0.25,0.303030303,0.86597693,0.903967559,0.884564519,No,Yes,2,2,4,5,Identical-Say the same thing
27,7,0,0.318181818,0.104262571,0.347826087,0.179104478,0.31884058,0.847641945,0.842724621,0.84517622,No,Yes,2,2,4,5,Identical-Say the same thing
27,8,0,0.315789474,0.1140005,0.361111111,0.171428571,0.333333333,0.853284538,0.829925776,0.841443062,No,Yes,2,2,4,5,Identical-Say the same thing
27,9,0,0.603773585,0.148736644,0.409638554,0.197530864,0.21686747,0.901317418,0.888464808,0.894844949,No,Yes,2,2,4,5,Identical-Say the same thing
27,10,0,0.305084746,0.030475983,0.285714286,0.106666667,0.233766234,0.850159407,0.864879549,0.857456267,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
27,11,0,0.242424242,0.019670458,0.192771084,0.024691358,0.120481928,0.844182491,0.84911412,0.846641064,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
27,12,0,0.375,0.139062129,0.205882353,0.121212121,0.205882353,0.785825253,0.861440539,0.821897447,No,Yes,2,2,4,5,Identical-Say the same thing
27,13,0,0.095238095,0.007213728,0.047058824,0,0.047058824,0.80364722,0.798971295,0.801302433,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
27,14,0,0.25,0.051451743,0.170212766,0.133333333,0.170212766,0.806951165,0.903580487,0.8525365,No,Yes,2,2,4,5,Identical-Say the same thing
27,15,0,0.3,0.112150698,0.161290323,0.133333333,0.161290323,0.856039584,0.857480049,0.85675925,No,Yes,2,2,4,5,Identical-Say the same thing
28,1,0,0.254545455,0.037360987,0.179487179,0.026315789,0.179487179,0.851942718,0.851103902,0.851523101,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
28,2,0,0.438356164,0.097228038,0.390243902,0.175,0.317073171,0.849269152,0.860421777,0.854809105,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
28,3,0,0.378378378,0.142513963,0.382022472,0.137931034,0.224719101,0.860283136,0.888308704,0.8740713,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
28,4,0,0.487179487,0.122692127,0.390243902,0.175,0.219512195,0.86901027,0.872594833,0.870798886,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
28,5,0,0.186666667,0.010201752,0.117647059,0,0.094117647,0.818936169,0.816146731,0.817539036,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
28,6,0,0.109589041,0.018358513,0.12345679,0,0.098765432,0.842778742,0.843172908,0.842975736,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
28,7,0,0.56,0.214331292,0.333333333,0.236842105,0.179487179,0.870473087,0.863071263,0.86675638,No,Yes,2,2,4,5,Identical-Say the same thing
28,8,0,0.603174603,0.257258716,0.513513514,0.305555556,0.378378378,0.891920686,0.887439013,0.889674187,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
28,9,0,0.4,0.128737515,0.298507463,0.123076923,0.23880597,0.838218868,0.85539192,0.846718371,Yes,Yes,4,5,4,5,Mostly consistent-Slight differences but same idea
28,10,0,0.4,0.224113583,0.35,0.230769231,0.3,0.859430373,0.867397964,0.863395751,No,Yes,2,2,4,5,Identical-Say the same thing
28,11,0,0.516129032,0.226713256,0.345679012,0.227848101,0.24691358,0.894075871,0.878534913,0.886237264,No,Yes,2,2,4,5,Identical-Say the same thing
28,12,0,0.450704225,0.099985984,0.373333333,0.136986301,0.24,0.885369539,0.892304599,0.888823509,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
28,13,0,0.463768116,0.051579135,0.307692308,0.105263158,0.230769231,0.85983032,0.855131865,0.857474625,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
28,14,0,0.292682927,0.11644216,0.236842105,0.135135135,0.236842105,0.825535178,0.836974025,0.831215262,No,Yes,2,2,4,5,Identical-Say the same thing
28,15,0,0.292682927,0.106833346,0.303797468,0.12987013,0.303797468,0.826917052,0.845500112,0.836105347,No,Yes,2,2,4,5,Identical-Say the same thing
29,1,0,0.139534884,0.017580463,0.16,0.041666667,0.16,0.799166501,0.823365569,0.811085582,No,Yes,2,2,4,5,Contradict each other-Opposing or unrelated claims
29,2,0,0.25,0.040706325,0.292682927,0.05,0.195121951,0.849590063,0.857556581,0.853554726,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
29,3,0,0.375,0.111253823,0.157894737,0.108108108,0.157894737,0.81686306,0.865407228,0.84043473,No,Yes,2,2,4,5,Identical-Say the same thing
29,4,0,0.282051282,0.02495206,0.247191011,0.022988506,0.179775281,0.848497272,0.857343018,0.852897227,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
29,5,0,0.344827586,0.011236137,0.265060241,0.024691358,0.120481928,0.861473083,0.856729865,0.859094977,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
29,6,0,0.410958904,0.169478619,0.373626374,0.202247191,0.285714286,0.869144976,0.871002078,0.870072544,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
29,7,0,0.210526316,0.00986681,0.172839506,0,0.12345679,0.831142724,0.745905042,0.786220372,Yes,Yes,4,5,4,5,Mostly consistent-Slight differences but same idea
29,8,0,0.507462687,0.266116628,0.422222222,0.318181818,0.311111111,0.888173044,0.879589081,0.883860171,Yes,Yes,4,5,4,5,Mostly consistent-Slight differences but same idea
29,9,0,0.346666667,0.011483232,0.260869565,0.022222222,0.130434783,0.834050059,0.839505196,0.836768746,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
29,10,0,0.088888889,0.007465208,0.025,0,0.025,0.79309845,0.796477914,0.794784546,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
29,11,0,0.05,0.007880387,0,0,0,0.822620511,0.819796741,0.821206212,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
29,12,0,0.235294118,0.011276794,0.213333333,0,0.106666667,0.792200685,0.843650818,0.817116618,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
29,13,0,0.155844156,0.010648716,0.202247191,0.022988506,0.06741573,0.831690133,0.846066117,0.838816524,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
29,14,0,0.38961039,0.047044617,0.376470588,0.120481928,0.188235294,0.874325514,0.871201277,0.872760594,No,Yes,2,2,4,5,Contradict each other-Opposing or unrelated claims
29,15,0,0.295081967,0.026763273,0.328767123,0.056338028,0.191780822,0.844229877,0.859211743,0.851654887,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
30,1,0,0.5,0.19103911,0.481012658,0.233766234,0.430379747,0.866140604,0.878523827,0.872288287,No,Yes,2,2,4,5,Identical-Say the same thing
30,2,1,1,1,1,1,1,0.999999762,0.999999762,0.999999762,No,No,2,2,2,2,Slightly different-Overlap in topic but differ in detail
30,3,0,0.105263158,0.013430554,0.111111111,0,0.111111111,0.84312427,0.851015568,0.847051561,No,Yes,2,2,4,5,Contradict each other-Opposing or unrelated claims
30,4,0,0.285714286,0.060026845,0.229885057,0.070588235,0.114942529,0.854979634,0.843060374,0.848978162,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
30,5,0,0.34375,0.164674083,0.311688312,0.186666667,0.285714286,0.867145061,0.856676221,0.861878872,No,Yes,2,2,4,5,Identical-Say the same thing
30,6,0,0.363636364,0.155600131,0.4,0.230769231,0.225,0.86220479,0.861313581,0.861758947,No,Yes,2,2,4,5,Identical-Say the same thing
30,7,0,0.35483871,0.20310342,0.303797468,0.181818182,0.253164557,0.865727663,0.864239514,0.864982963,No,Yes,2,2,4,5,Identical-Say the same thing
30,8,0,0.206896552,0.010761348,0.111111111,0,0.111111111,0.808508337,0.88536185,0.845191658,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
30,9,0,0.3,0.028674566,0.24,0.02739726,0.186666667,0.854551435,0.857058227,0.855803072,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
30,10,0,0.375,0.148491032,0.2,0.117647059,0.2,0.829846501,0.856703997,0.843061388,No,Yes,2,2,4,5,Identical-Say the same thing
30,11,0,0.222222222,0.014131165,0.193548387,0,0.161290323,0.834651053,0.823668003,0.829123199,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
30,12,0,0.296296296,0.111430932,0.3,0.128205128,0.225,0.866442025,0.838372946,0.852176487,No,Yes,2,2,4,5,Identical-Say the same thing
30,13,0,0.52,0.168573652,0.463768116,0.298507463,0.289855072,0.887328625,0.894915164,0.891105771,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
30,14,0,0.523076923,0.320982792,0.541176471,0.337349398,0.4,0.895490408,0.897179842,0.89633435,No,Yes,2,2,4,5,Identical-Say the same thing
30,15,0,0.350877193,0.050015674,0.309859155,0.086956522,0.225352113,0.85736239,0.855159104,0.856259286,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
31,1,0,0.137931034,0.00974863,0.2,0.051282051,0.125,0.8225559,0.833336771,0.827911258,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
31,2,1,1,1,1,1,1,0.999999702,0.999999702,0.999999702,No,No,2,2,2,2,Slightly different-Overlap in topic but differ in detail
31,3,0,0.166666667,0.041263217,0.173913043,0,0.173913043,0.86503309,0.864517033,0.864774942,Yes,Yes,4,5,4,5,Mostly consistent-Slight differences but same idea
31,4,0,0.358208955,0.02422597,0.379746835,0.051948052,0.202531646,0.863147974,0.869323254,0.866224587,Yes,Yes,4,5,4,5,Mostly consistent-Slight differences but same idea
31,5,0,0.357142857,0.128562762,0.313253012,0.222222222,0.265060241,0.871134996,0.864302456,0.867705345,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
31,6,0,0.451612903,0.219434891,0.518518519,0.303797468,0.296296296,0.870107234,0.890419364,0.880146086,No,Yes,2,2,4,5,Identical-Say the same thing
31,7,0,0.324324324,0.032278398,0.413793103,0.141176471,0.32183908,0.870173395,0.864720583,0.867438376,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
31,8,0,0.264705882,0.02439737,0.258823529,0.048192771,0.164705882,0.856956244,0.864606857,0.860764563,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
31,9,0,0.171428571,0.019823972,0.138888889,0.028571429,0.138888889,0.819617867,0.812488556,0.816037655,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
31,10,0,0.375,0.133973032,0.435897436,0.157894737,0.435897436,0.840596795,0.85530895,0.847889066,No,Yes,2,2,4,5,Identical-Say the same thing
31,11,0,0.363636364,0.129771529,0.38961039,0.16,0.38961039,0.826925278,0.848162413,0.837409258,No,Yes,2,2,4,5,Identical-Say the same thing
31,12,0,0.1875,0.05331237,0.25,0.076923077,0.25,0.834752262,0.865715146,0.849951863,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
31,13,0,0.333333333,0.121017159,0.35443038,0.12987013,0.35443038,0.844165623,0.843936265,0.844050884,No,Yes,2,2,4,5,Identical-Say the same thing
31,14,0,0.181818182,0.024574635,0.186666667,0.054794521,0.186666667,0.811355054,0.799442947,0.805354893,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
31,15,0,0.326530612,0.125980443,0.271604938,0.126582278,0.24691358,0.859445691,0.866362691,0.862890303,No,Yes,2,2,4,5,Identical-Say the same thing
32,1,0,0.356164384,0.070952307,0.386363636,0.11627907,0.272727273,0.852186739,0.854944289,0.853563309,No,Yes,2,2,4,5,Contradict each other-Opposing or unrelated claims
32,2,1,1,1,1,1,1,0.999999762,0.999999762,0.999999762,No,No,2,2,2,2,Slightly different-Overlap in topic but differ in detail
32,3,0,0.347826087,0.10179841,0.347826087,0.095238095,0.260869565,0.890122294,0.894778252,0.892444193,Yes,Yes,4,5,4,5,Mostly consistent-Slight differences but same idea
32,4,0,0.177777778,0.031523454,0.135135135,0.027777778,0.108108108,0.829998851,0.840548635,0.835240483,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
32,5,0,0.280701754,0.04157344,0.24,0.082191781,0.186666667,0.831946909,0.854369462,0.843009114,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
32,6,0,0.333333333,0.011569619,0.179104478,0,0.179104478,0.811830997,0.843266487,0.827250183,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
32,7,0,0.181818182,0.019830815,0.195121951,0.05,0.170731707,0.829416394,0.841328859,0.835330188,No,Yes,2,2,4,5,Contradict each other-Opposing or unrelated claims
32,8,0,0.164383562,0.0100356,0.11627907,0,0.069767442,0.824836016,0.847094417,0.835817039,Yes,Yes,4,5,4,5,Mostly consistent-Slight differences but same idea
32,9,0,0.52173913,0.145295808,0.149253731,0.123076923,0.149253731,0.860437214,0.892340541,0.876098514,No,Yes,2,2,4,5,Identical-Say the same thing
32,10,0,0.457142857,0.138848822,0.405063291,0.207792208,0.303797468,0.86315167,0.883827806,0.873367429,No,Yes,2,2,4,5,Identical-Say the same thing
32,11,0,0.366666667,0.109132152,0.285714286,0.146341463,0.238095238,0.85176295,0.847959638,0.849857032,No,Yes,2,2,4,5,Contradict each other-Opposing or unrelated claims
32,12,1,1,1,1,1,1,1,1,1,No,Yes,2,2,4,5,Identical-Say the same thing
32,13,0,1,0.104999015,0.243902439,0.205128205,0.243902439,0.843672514,0.927307308,0.88351506,No,Yes,2,2,4,5,Identical-Say the same thing
32,14,0,0.139534884,0.014538713,0.075471698,0.039215686,0.075471698,0.828907549,0.878249764,0.852865577,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
32,15,0,0.272727273,0.121209811,0.266666667,0.164383562,0.266666667,0.837702692,0.858436823,0.847943008,No,Yes,2,2,4,5,Identical-Say the same thing
33,1,0,0.428571429,0.260181205,0.469135802,0.303797468,0.395061728,0.874828696,0.879447699,0.877132118,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
33,2,0,0.666666667,0.43461647,0.567901235,0.506329114,0.444444444,0.900394797,0.903132796,0.90176177,No,Yes,2,2,4,5,Identical-Say the same thing
33,3,0,0.114285714,0.007871461,0.051948052,0,0.051948052,0.808503091,0.807041466,0.807771623,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
33,4,0,0.440677966,0.193195224,0.461538462,0.202247191,0.307692308,0.857956767,0.853984237,0.855965912,No,Yes,2,2,4,5,Identical-Say the same thing
33,5,0,0.275862069,0.018652023,0.191780822,0,0.136986301,0.861575723,0.848226368,0.854848921,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
33,6,0,0.292682927,0.116208752,0.358974359,0.157894737,0.358974359,0.846549273,0.843148649,0.844845533,No,Yes,2,2,4,5,Identical-Say the same thing
33,7,0,0.352941176,0.131017479,0.243243243,0.138888889,0.243243243,0.807050586,0.850474,0.828193545,No,Yes,2,2,4,5,Identical-Say the same thing
33,8,0,0.387096774,0.117616373,0.208955224,0.153846154,0.208955224,0.811621428,0.857672274,0.834011674,No,Yes,2,2,4,5,Identical-Say the same thing
33,9,0,0.259259259,0.114904502,0.222222222,0.142857143,0.166666667,0.871510386,0.863503873,0.867488682,No,Yes,2,2,4,5,Identical-Say the same thing
33,10,0,0.75,0.912032214,0.96,0.95890411,0.96,0.916550219,0.922592044,0.919561148,No,Yes,2,2,4,5,Identical-Say the same thing
33,11,0,0.48,0.120452538,0.212121212,0.15625,0.212121212,0.813344836,0.843528748,0.828161836,No,Yes,2,2,4,5,Identical-Say the same thing
33,12,0,0.5,0.058782235,0.517647059,0.120481928,0.258823529,0.88949424,0.889882565,0.889688373,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
33,13,0,0.097560976,0.008186334,0.043478261,0,0.043478261,0.796836376,0.873870254,0.833577394,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
33,14,0,0.324324324,0.121017159,0.379746835,0.12987013,0.379746835,0.834136248,0.858507991,0.846146643,No,Yes,2,2,4,5,Identical-Say the same thing
33,15,0,0.121212121,0.00920098,0.057142857,0,0.057142857,0.791760027,0.822341204,0.806760907,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
34,1,0,0.75,0.089835777,0.23255814,0.195121951,0.23255814,0.798539519,0.941540599,0.864164114,No,Yes,2,2,4,5,Identical-Say the same thing
