PRODUCT_NAME,DESCRIPTION,URL,PAGE_NO
ZAP Baseline Scan,Scans the web application with the ZAP Baseline Scan,https://github.com/marketplace/actions/zap-baseline-scan,15
Secrets Sync Action,Copies secrets from the action s environment to many other repos,https://github.com/marketplace/actions/secrets-sync-action,15
Lock Threads,"Lock closed issues, pull requests and discussions after a period of inactivity",https://github.com/marketplace/actions/lock-threads,15
mxcl/Xcodebuild,A continuously resilient xcodebuild action. “The best xcodebuild action by far.” ―mxcl,https://github.com/marketplace/actions/mxcl-xcodebuild,15
Pydantic to Typescript,Convert pydantic models into typescript definitions and ensure that your type definitions are in sync.,https://github.com/marketplace/actions/pydantic-to-typescript,15
action turnstyle,A GitHub Action for serializing workflow runs,https://github.com/marketplace/actions/action-turnstyle,15
Kind Cluster,Create a kind (Kubernetes IN Docker) cluster,https://github.com/marketplace/actions/kind-cluster,15
Frogbot by JFrog,JFrog Frogbot is a Git bot that scans your pull requests and repositories for security vulnerabilities,https://github.com/marketplace/actions/frogbot-by-jfrog,15
Install development tools,GitHub Action for installing development tools,https://github.com/marketplace/actions/install-development-tools,15
astral-sh/setup-uv,Set up your GitHub Actions workflow with a specific version of uv,https://github.com/marketplace/actions/astral-sh-setup-uv,15
ShellCheck,GitHub action for ShellCheck,https://github.com/marketplace/actions/shellcheck,15
Prettier Action,Automatically runs prettier on all your changes,https://github.com/marketplace/actions/prettier-action,17
OSSF Scorecard action,Run OSSF Scorecard checks and output results in SARIF format,https://github.com/marketplace/actions/ossf-scorecard-action,17
Check Spelling,Spell check code and commits,https://github.com/marketplace/actions/check-spelling,17
HTTP Request Action,Create any HTTP Request,https://github.com/marketplace/actions/http-request-action,17
API testing with Kubernetes,API testing with Kubernetes,https://github.com/marketplace/actions/api-testing-with-kubernetes,17
is-my-node-vulnerable,checks if your Node.js installation is vulnerable to known security vulnerabilities,https://github.com/marketplace/actions/is-my-node-vulnerable,17
Update Nix Flake Lock,Update your Nix flake.lock and send a PR,https://github.com/marketplace/actions/update-nix-flake-lock,17
Dastardly Scan Action,Runs a Dastardly scan against a target site,https://github.com/marketplace/actions/dastardly-scan-action,17
"""AWS CodeBuild run build"" Action For GitHub Actions",Execute CodeBuild::startBuild for the current repo,https://github.com/marketplace/actions/aws-codebuild-run-build-action-for-github-actions,17
Create an issue,Creates a new issue using a template with front matter,https://github.com/marketplace/actions/create-an-issue,17
panvimdoc,Convert pandoc input to vimdoc output,https://github.com/marketplace/actions/panvimdoc,17
Cachix,nix-build with the help of caching to Cachix,https://github.com/marketplace/actions/cachix,17
Post Slack messages,Post Slack messages from your own bot,https://github.com/marketplace/actions/post-slack-message,17
Build unikernel images with Unikraft,"Build, push and run unikernel images with Unikraft",https://github.com/marketplace/actions/build-unikernel-images-with-unikraft,17
Upstream Sync,"Automatically updates a target branch with new commits from an upstream repo, great for forks or parallel projects",https://github.com/marketplace/actions/upstream-sync,17
Setup Swift,Setup a Swift environment on Ubuntu or macOS,https://github.com/marketplace/actions/setup-swift,17
gpt-review,Review your PRs with a GPT Model from Azure Open AI,https://github.com/marketplace/actions/gpt-review,17
Qodana Scan,Scan your projects with Qodana on GitHub. Docs: https://jb.gg/qodana-github-action,https://github.com/marketplace/actions/qodana-scan,17
FreeBSD-vm,Run CI in FreeBSD for GitHub Actions,https://github.com/marketplace/actions/freebsd-vm,17
Profile Readme Stats,Showcase your github stats on your profile README.md,https://github.com/marketplace/actions/profile-readme-stats,17
Dynamic Badges,Create badges via shields.io/endpoint for your README.md which may change with every commit,https://github.com/marketplace/actions/dynamic-badges,18
Deploy to Kubernetes cluster,"Deploy to a Kubernetes cluster including, but not limited to Azure Kubernetes Service (AKS) clusters",https://github.com/marketplace/actions/deploy-to-kubernetes-cluster,18
Gradle Wrapper Validation,Validates Gradle Wrapper JAR Files,https://github.com/marketplace/actions/gradle-wrapper-validation,18
Pulumi CLI Action,"Pulumi s GitHub Actions deploy apps and infrastructure to your cloud of choice, using just your favorite language and
GitHub",https://github.com/marketplace/actions/pulumi-cli-action,18
Run Stack Analyser,Run Specfy s Stack Analyser and send update to Specfy API,https://github.com/marketplace/actions/run-stack-analyser,18
Deploy to App Engine,Deploy and promote a new service to Google App Engine,https://github.com/marketplace/actions/deploy-to-app-engine,18
License Eye Header,A full-featured license tool to check and fix license headers and dependencies licenses,https://github.com/marketplace/actions/license-eye-header,18
Logseq Publish SPA,Publishes a Logseq graph as a Single Page Application (SPA),https://github.com/marketplace/actions/logseq-publish-spa,18
GitHub Slug Action,GitHub Action to expose slug value of environment variables inside your GitHub workflow,https://github.com/marketplace/actions/github-slug-action,18
Helm Chart Testing,Install the Helm chart-testing tool,https://github.com/marketplace/actions/helm-chart-testing,18
Build and upload Rust binary to GitHub Releases,GitHub Action for building and uploading Rust binary to GitHub Releases,https://github.com/marketplace/actions/build-and-upload-rust-binary-to-github-releases,18
Deploy MkDocs,Deploys MkDocs site,https://github.com/marketplace/actions/deploy-mkdocs,18
Checkov GitHub Action,"Run Checkov against Terraform/CloudFormation infrastructure code, as a pre-packaged GitHub Action",https://github.com/marketplace/actions/checkov-github-action,18
"AWS CloudFormation ""Deploy CloudFormation Stack"" Action for GitHub Actions",Deploys a AWS CloudFormation stack,https://github.com/marketplace/actions/aws-cloudformation-deploy-cloudformation-stack-action-for-github-actions,18
PR Labeler,Automatically labels your PRs based on branch name patterns like feature/* or fix/*,https://github.com/marketplace/actions/pr-labeler,18
SFTP Deploy,Deploy file to your server use sftp ssh private key,https://github.com/marketplace/actions/sftp-deploy,18
S3 Deploy,Deploy a static website to AWS S3 and invalidate CloudFront distribution,https://github.com/marketplace/actions/s3-deploy,18
Setup JFrog CLI,Install and configure JFrog CLI,https://github.com/marketplace/actions/setup-jfrog-cli,18
Mirroring Repository,"Mirror a repository to another repository on GitHub, GitLab, BitBucket, AWS CodeCommit, etc",https://github.com/marketplace/actions/mirroring-repository,18
Nuclei - Vulnerability Scan,Nuclei is a fast and customisable vulnerability scanner based on simple YAML based DSL,https://github.com/marketplace/actions/nuclei-vulnerability-scan,18
mc-publish,Your one-stop GitHub Action for seamless Minecraft project publication across various platforms,https://github.com/marketplace/actions/mc-publish,19
Zola Deploy to Pages,Build and deploy a Zola site to GitHub Pages,https://github.com/marketplace/actions/zola-deploy-to-pages,19
gitartwork on contribution graph,gitartwork on users contribution graph,https://github.com/marketplace/actions/gitartwork-on-contribution-graph,19
actions-template-sync,Synchronises changes of the template repository,https://github.com/marketplace/actions/actions-template-sync,19
Infracost Actions,See cloud cost estimates for Terraform in pull requests,https://github.com/marketplace/actions/infracost-actions,19
Run eslint with reviewdog,🐶 Run eslint with reviewdog on pull requests to improve code review experience,https://github.com/marketplace/actions/run-eslint-with-reviewdog,19
unimport,Get rid of all unused imports 🥳,https://github.com/marketplace/actions/unimport,19
KinD (Kubernetes in Docker) Action,Easily run a Kubernetes cluster in your GitHub Action,https://github.com/marketplace/actions/kind-kubernetes-in-docker-action,19
Steam - Deploy,Deploy game builds to Steam using the SteamSDK,https://github.com/marketplace/actions/steam-deploy,19
Google Cloud Platform (GCP) CLI - gcloud,GitHub Action with all the components of the Google Cloud SDK,https://github.com/marketplace/actions/google-cloud-platform-gcp-cli-gcloud,19
Carbonate,Generate beautiful images for code blocks present in issues,https://github.com/marketplace/actions/carbonate,19
Run SSH command,Github Action to run commands on a remote server using SSH,https://github.com/marketplace/actions/run-ssh-command,19
Cloud Storage Uploader,Upload files or folders to GCS buckets,https://github.com/marketplace/actions/cloud-storage-uploader,19
Official SonarQube Scan,Scan your code with SonarQube Server and Cloud to detect issues in 30+ languages. (Formerly SonarQube and SonarCloud),https://github.com/marketplace/actions/official-sonarqube-scan,19
MongoDB in GitHub Actions,Start a MongoDB server (on default port 27017 or a custom port),https://github.com/marketplace/actions/mongodb-in-github-actions,19
Setup Rust Toolchain for GitHub CI,Setup specific Rust versions with caching pre-configured. It provides problem matchers for cargo and rustfmt issues.,https://github.com/marketplace/actions/setup-rust-toolchain-for-github-ci,19
GitTools,Build tasks for easy semantic versioning for projects using Git and release management,https://github.com/marketplace/actions/gittools,19
Install PHP Dependencies with Composer,"Installs and caches PHP dependencies with Composer, accepting arguments to configure how and what to install",https://github.com/marketplace/actions/install-php-dependencies-with-composer,19
automated-build-android-app-with-github-action,Automated build android app bundle and apk with github action,https://github.com/marketplace/actions/automated-build-android-app-with-github-action,19
foundry-toolchain,Install Foundry,https://github.com/marketplace/actions/foundry-toolchain,19
TOC Generator,GitHub Action to generate TOC,https://github.com/marketplace/actions/toc-generator,20
Get All Changed Files,Get all of the files changed/modified in a pull request or push s commits,https://github.com/marketplace/actions/get-all-changed-files,20
Anchore Container Scan,Scan docker containers with Grype for vulnerabilities,https://github.com/marketplace/actions/anchore-container-scan,20
Jetstack Paranoia,Validate the presence or absence of certificate authorities in your container image.,https://github.com/marketplace/actions/jetstack-paranoia,20
Has Changed Path,Detects whether a path or a combination of paths were changed in the previous commit,https://github.com/marketplace/actions/has-changed-path,20
Sponsor Labels,Labels issues and pull requests if the author is a sponsor,https://github.com/marketplace/actions/sponsor-labels,20
GitHub CODEOWNERS Validator,GitHub action to ensure the correctness of your CODEOWNERS file,https://github.com/marketplace/actions/github-codeowners-validator,20
Cache APT Packages,Install APT based packages and cache them for future runs,https://github.com/marketplace/actions/cache-apt-packages,20
Nrwl Nx,Wrap the Nx monorepo tool and execute tasks depending on the action context,https://github.com/marketplace/actions/nrwl-nx,20
powerplatform-actions,Power Platform Getting started with Who Am I,https://github.com/marketplace/actions/powerplatform-actions,20
Unity - Test runner,Run tests for any Unity project,https://github.com/marketplace/actions/unity-test-runner,20
Docker Run Action,Run a command in a new container,https://github.com/marketplace/actions/docker-run-action,20
Publish to npm,Automatically publish new versions to npm,https://github.com/marketplace/actions/publish-to-npm,20
Run golangci-lint with reviewdog,🐶 Run golangci-lint with reviewdog on pull requests to improve code review experience,https://github.com/marketplace/actions/run-golangci-lint-with-reviewdog,20
Setup Android SDK Tools,Setup the Android SDK Tools and add them to the path,https://github.com/marketplace/actions/setup-android-sdk-tools,20
Trunk Check,The official trunk.io GitHub action,https://github.com/marketplace/actions/trunk-check,20
Push git subdirectory as branch,Push a subdirectory as a branch to any git repo over SSH (or to the local repo),https://github.com/marketplace/actions/push-git-subdirectory-as-branch,20
GitHub Readme YouTube Cards,Workflow for displaying recent YouTube videos as SVG cards in your readme,https://github.com/marketplace/actions/github-readme-youtube-cards,20
Automate pull request generation and tagging for releases using tagpr,install and run the tagpr,https://github.com/marketplace/actions/automate-pull-request-generation-and-tagging-for-releases-using-tagpr,20
kubectl-simple,The kubectl command line program as a GitHub Action,https://github.com/marketplace/actions/kubectl-simple,20
Publish VS Code Extension,Publish your VSCode extension to the VS Marketplace (using vsce) or the Open VSX Registry (using ovsx) with ease,https://github.com/marketplace/actions/publish-vs-code-extension,21
Branch Names,Retrieve github branch or tag information without the /ref/* prefix,https://github.com/marketplace/actions/branch-names,21
Docker Buildx Bake,GitHub Action to use Docker Buildx Bake as a high-level build command,https://github.com/marketplace/actions/docker-buildx-bake,21
goreadme,Goreadme command line tool and Github action,https://github.com/marketplace/actions/goreadme,21
GPT Translate,Markdown translation into any other language powered by ChatGPT,https://github.com/marketplace/actions/gpt-translate,21
Import Code-Signing Certificates,Imports a PKCS12 certificate and private key into a macOS Keychain,https://github.com/marketplace/actions/import-code-signing-certificates,21
posener/goaction,Creates action files for Go code,https://github.com/marketplace/actions/posener-goaction,21
todo-actions,Convert TODO comments into issues,https://github.com/marketplace/actions/todo-actions,21
Code Coverage Summary,A GitHub Action that reads Cobertura format code coverage files and outputs a text or markdown summary,https://github.com/marketplace/actions/code-coverage-summary,21
emilpriver/geni,Migrate your migrations using geni,https://github.com/marketplace/actions/emilpriver-geni,21
AsyncAPI CLI Action,One stop solution for all your AsyncAPI Specification needs in github actions,https://github.com/marketplace/actions/asyncapi-cli-action,21
Add PR Comment,Add a comment to a pull request,https://github.com/marketplace/actions/add-pr-comment,21
Load secrets from 1Password,Make secrets from 1Password Connect available as environment variables in the next steps,https://github.com/marketplace/actions/load-secrets-from-1password,21
AWS CDK GitHub Actions,Runs AWS-CDK via GitHub Actions,https://github.com/marketplace/actions/aws-cdk-github-actions,21
Hadolint Action,Action that runs Hadolint Dockerfile linting tool,https://github.com/marketplace/actions/hadolint-action,21
Make OpenWrt using flippy's script,"Support Amlogic, Rockchip and Allwinner boxes",https://github.com/marketplace/actions/make-openwrt-using-flippy-s-script,21
GitHub Checks,Wrapper around the GitHub Checks API,https://github.com/marketplace/actions/github-checks,21
RegEx Issue Labeler,Labels issues automatically based on their body,https://github.com/marketplace/actions/regex-issue-labeler,21
Setup Cpp (C++ / C),Install all the tools required for building and testing C++/C projects,https://github.com/marketplace/actions/setup-cpp-c-c,21
Generate gas diff,Easily compare gas reports generated by foundry,https://github.com/marketplace/actions/generate-gas-diff,21
Set up OCaml,Set up an OCaml and opam environment and add to PATH,https://github.com/marketplace/actions/set-up-ocaml,22
Vale Linter,"The official GitHub Action for Vale -- install, manage, and run Vale with ease",https://github.com/marketplace/actions/vale-linter,22
Container Retention Policy,Create a retention policy for your GHCR hosted container images,https://github.com/marketplace/actions/container-retention-policy,22
Pull Request Comment Trigger,"Look for a trigger word in a pull-request description or comment, so that later steps can know whether or not to run",https://github.com/marketplace/actions/pull-request-comment-trigger,22
Deploy to Neocities,Efficiently deploy a folder to Neocities.org,https://github.com/marketplace/actions/deploy-to-neocities,22
web deploy anything,Deploy websites via sftp/ssh/rsync,https://github.com/marketplace/actions/web-deploy-anything,22
Code Climate Coverage Action,Publish code coverage to Code Climate,https://github.com/marketplace/actions/code-climate-coverage-action,22
Delete Artifact,Delete artifacts created within the workflow run,https://github.com/marketplace/actions/delete-artifact,22
Fetch Metadata from Dependabot PRs,Extract information from about the dependency being updated by a Dependabot-generated PR,https://github.com/marketplace/actions/fetch-metadata-from-dependabot-prs,22
Jenkinsfile Runner Prepackaged,Runs Jenkinsfile in a pre-packaged single-shot master,https://github.com/marketplace/actions/jenkinsfile-runner-prepackaged,22
Label Syncer,Sync GitHub labels in the declarative way,https://github.com/marketplace/actions/label-syncer,22
WebPageTest GitHub Action,Automatically test code changes in WebPageTest and enforce performance budgets,https://github.com/marketplace/actions/webpagetest-github-action,22
Delete workflow runs,An action to delete workflow runs in a repository,https://github.com/marketplace/actions/delete-workflow-runs,22
Setup Dart SDK,Download and setup the Dart SDK,https://github.com/marketplace/actions/setup-dart-sdk,22
GitHub Action for GraalVM,Set up a specific version of the GraalVM JDK and add the command-line tools to the PATH,https://github.com/marketplace/actions/github-action-for-graalvm,22
VHS Action,Run VHS to render terminal videos,https://github.com/marketplace/actions/vhs-action,22
Sphinx Build,Builds documentation using Sphinx,https://github.com/marketplace/actions/sphinx-build,22
run-vcpkg,Setup (and optionally run) vcpkg to build C/C++ dependencies and cache them automatically,https://github.com/marketplace/actions/run-vcpkg,22
Publish NuGet,"Build, Pack Publish a NuGet package with dotnet core on project version change",https://github.com/marketplace/actions/publish-nuget,22
slack - GitHub Actions Slack integration,"Notify Slack of GitHub Actions workflows, jobs and step status",https://github.com/marketplace/actions/slack-github-actions-slack-integration,22
Uptoc Action,"Publish your static files, support oss,cos,qiniu,aws s3,google storage",https://github.com/marketplace/actions/uptoc-action,23
Issues Translator,The action for translating Non-English issues content to English,https://github.com/marketplace/actions/issues-translator,23
GitHub Action for Slack,Outputs a message to Slack,https://github.com/marketplace/actions/github-action-for-slack,23
go-mnd,Runs the Golang magic number detector,https://github.com/marketplace/actions/go-mnd,23
Evergreen action,A GitHub Action to request dependabot enablement on eligible repositories in an organization,https://github.com/marketplace/actions/evergreen-action,23
Copy via ssh,Github Action to copy a folder to a remote server using SSH,https://github.com/marketplace/actions/copy-via-ssh,23
action-github-app-token,Gets a GitHub auth token for a GitHub App installation,https://github.com/marketplace/actions/action-github-app-token,23
Pytest Coverage Comment,Comments a pull request with the pytest code coverage badge and full report,https://github.com/marketplace/actions/pytest-coverage-comment,23
Setup Clojure,Setup your runner with Clojure build tools,https://github.com/marketplace/actions/setup-clojure,23
PR Review Apps on fly.io,Deploy temporary apps from pull requests on Fly.io,https://github.com/marketplace/actions/pr-review-apps-on-fly-io,23
Github Release,Publish Github releases from an action,https://github.com/marketplace/actions/github-release,23
Keepalive Workflow,GitHub action to prevent GitHub from suspending your cronjob based triggers due to repository inactivity,https://github.com/marketplace/actions/keepalive-workflow,23
release-downloader,Download release assets from private or public github repositories,https://github.com/marketplace/actions/release-downloader,23
DeepSeek CR,"🚀 Sharpen Your Code, Ship with Confidence – Elevate Your Workflow with DeepSeek Code Review 🚀",https://github.com/marketplace/actions/deepseek-cr,23
Label approved pull requests,Auto-label pull requests that have a specified number of approvals,https://github.com/marketplace/actions/label-approved-pull-requests,23
screenshot-website,Capture screenshot of a website,https://github.com/marketplace/actions/screenshot-website,23
Get Diff Action,GitHub actions to get git diff,https://github.com/marketplace/actions/get-diff-action,23
Black Code Formatter,Format Python code using black,https://github.com/marketplace/actions/black-code-formatter,23
Build with Gradle,"A collection of actions for building Gradle projects, as well as generating a dependency graph via Dependency Submission",https://github.com/marketplace/actions/build-with-gradle,23
Kubernetes toolset,"Github Action with Kubernetes tools: kubectl, kustomize, helm, kubeval, kubeaudit, conftest, jq, yq, go",https://github.com/marketplace/actions/kubernetes-toolset,23
Build and Inspect a Python Package,"Builds the current package using standard PyPA tooling, keeps it as artifacts, then performs checks on it",https://github.com/marketplace/actions/build-and-inspect-a-python-package,24
WinGet Releaser,Publish new releases of your application to Windows Package Manager easily,https://github.com/marketplace/actions/winget-releaser,24
Random RickRoll,Make GitHub rick-roll innocent people,https://github.com/marketplace/actions/random-rickroll,24
The Determinate Nix Installer,Install Nix with the Determinate Nix Installer. See: https://github.com/DeterminateSystems/nix-installer,https://github.com/marketplace/actions/the-determinate-nix-installer,24
Find Comment,Find an issue or pull request comment,https://github.com/marketplace/actions/find-comment,24
Issue Label Manager Action,Will update repo s labels based on data in JSON file located at $REPO/.github/labels.json,https://github.com/marketplace/actions/issue-label-manager-action,24
AbsaOSS/k3d-action,"A GitHub Action to run fully customizable k3s clusters during workflow. Provides an image registry and multi-cluster
support",https://github.com/marketplace/actions/absaoss-k3d-action,24
Deployment Action,Creates a GitHub Deployment,https://github.com/marketplace/actions/deployment-action,24
PR Statistics,PR 통계를 냅니다,https://github.com/marketplace/actions/pr-statistics,24
OSKAR-PHP-CS-Fixer,Use PHP-CS-Fixer via GithubAction,https://github.com/marketplace/actions/oskar-php-cs-fixer,24
Get Latest Tag,Get the latest tag from git and outputs that for use in other actions,https://github.com/marketplace/actions/get-latest-tag,24
run-cmake,"Run CMake with CMakePreset.json to configure, build, package and test C/C++ source code",https://github.com/marketplace/actions/run-cmake,24
Markdown autodocs,"A github action that automatically format markdown files, sync external docs/src code make better docs",https://github.com/marketplace/actions/markdown-autodocs,24
Upload app to TestFlight,Uploads an app to Apple TestFlight,https://github.com/marketplace/actions/upload-app-to-testflight,24
workflow-application-token-action,Obtain a temporary access token for a GitHub Application when running in a GitHub Actions Workflow,https://github.com/marketplace/actions/workflow-application-token-action,24
Hyperlink link checker,Run hyperlink link checker on a folder of static HTML,https://github.com/marketplace/actions/hyperlink-link-checker,24
Composer (php-actions),Use the Composer CLI in your Github Actions,https://github.com/marketplace/actions/composer-php-actions,24
bird-box,Update a pinned gist to contain the latest tweets of a user,https://github.com/marketplace/actions/bird-box,24
Push a file to another repository,Used for pushing a copy of a file to another repository,https://github.com/marketplace/actions/push-a-file-to-another-repository,24
GitHub Environment Variables Action,Expose useful Environment Variables,https://github.com/marketplace/actions/github-environment-variables-action,24
continuous-reforestation,Plant trees within your development workflow with digitalhumani.com,https://github.com/marketplace/actions/continuous-reforestation,25
Auto Update,A GitHub Action that auto-updates PRs with changes from their destination branch,https://github.com/marketplace/actions/auto-update,25
SAML.to Assume AWS Role,GitHub Action Assume AWS Roles using SAML.to,https://github.com/marketplace/actions/saml-to-assume-aws-role,25
Actions Status Discord,Post Github Actions CI status to Discord,https://github.com/marketplace/actions/actions-status-discord,25
Upload to IPFS,"The GitHub Action allows uploading DApps or content to IPFS. It supports IPFS, Pinata, Infura pinning services",https://github.com/marketplace/actions/upload-to-ipfs,25
crowdin-action,This action allows you to manage and synchronize localization resources with your Crowdin project,https://github.com/marketplace/actions/crowdin-action,25
Vitest Coverage Report,Provide a Vitest Test Coverage Report as Step-Summary and comment in Pull Requests,https://github.com/marketplace/actions/vitest-coverage-report,25
PyInstaller Windows,Customisable GitHub Action to package your python code with PyInstaller for Windows,https://github.com/marketplace/actions/pyinstaller-windows,25
Find Current Pull Request,Find a PR associated with the current commit,https://github.com/marketplace/actions/find-current-pull-request,25
LaTeX compilation,"Compiles latex documents using pdflatex, lualatex, xelatex. Full TeXLive distribution",https://github.com/marketplace/actions/latex-compilation,25
Upload to Release,Uploads a file to a new release,https://github.com/marketplace/actions/upload-to-release,25
bump-homebrew-formula,Bump Homebrew formula after a new release,https://github.com/marketplace/actions/bump-homebrew-formula,25
Tiangolo's Latest Changes,Update the release notes with the latest changes right after a PR is merged,https://github.com/marketplace/actions/tiangolo-s-latest-changes,25
Git Release,Create a GitHub Release with Assets and Changelog,https://github.com/marketplace/actions/git-release,25
Deploy WordPress to WP Engine,Deploy WordPress projects to a WP Engine account using SSH Gateway,https://github.com/marketplace/actions/deploy-wordpress-to-wp-engine,25
Dokku,Official Github Action for deploying apps to a Dokku installation,https://github.com/marketplace/actions/dokku,25
VirusTotal GitHub Action,GitHub Action to upload and scan files with VirusTotal,https://github.com/marketplace/actions/virustotal-github-action,25
Anchore SBOM Action,Creates an SBOM (Software Bill Of Materials) from your code and container images,https://github.com/marketplace/actions/anchore-sbom-action,25
Pull Request Action,A GitHub action to open a pull request,https://github.com/marketplace/actions/pull-request-action,25
Flatpak Builder,Flatpak Applications Builder,https://github.com/marketplace/actions/flatpak-builder,25
Notify Slack Action,Send Github Actions workflow status notifications to Slack,https://github.com/marketplace/actions/notify-slack-action,26
Duplicate code detection tool,Detect similarities between source code files,https://github.com/marketplace/actions/duplicate-code-detection-tool,26
Assign to One Project,Assign new/labeled Issue or Pull Request to a specific project dashboard column,https://github.com/marketplace/actions/assign-to-one-project,26
Astro Deploy,A composite action that prepares your Astro site to be deployed to GitHub Pages,https://github.com/marketplace/actions/astro-deploy,26
Zip Release,Make an archive from specified files and directories as workflow action,https://github.com/marketplace/actions/zip-release,26
cargo-multivers,Build multiple versions of a binary with different CPU features set merged into one portable optimized binary,https://github.com/marketplace/actions/cargo-multivers,26
Preview Environments for GitHub,Ephemeral preview deployments of your app for every pull request. Just using Docker Compose. In your AWS account,https://github.com/marketplace/actions/preview-environments-for-github,26
setup-scala,"GitHub Action to install any version of Java (GraalVM, Java 8, Java 11, Java 14, ...)",https://github.com/marketplace/actions/setup-scala,26
rust-audit-check,Run cargo audit and check for security advisories,https://github.com/marketplace/actions/rust-audit-check,26
Terraform/OpenTofu via Pull Request,"Plan and apply Terraform/OpenTofu via PR automation, using best practices for secure and scalable IaC workflows",https://github.com/marketplace/actions/terraform-opentofu-via-pull-request,26
Verify Changed files,Find files that were modified during workflow execution,https://github.com/marketplace/actions/verify-changed-files,26
Private Action Loader,Enables private Actions to be easily reused across repositories,https://github.com/marketplace/actions/private-action-loader,26
Upload S3,Upload directory to S3,https://github.com/marketplace/actions/upload-s3,26
Contribute List,Automation of contributors list in README.md,https://github.com/marketplace/actions/contribute-list,26
Dart Analyze with Annotations,A GitHub action to run Dart analyzer with annotation support,https://github.com/marketplace/actions/dart-analyze-with-annotations,26
Invalidate AWS CloudFront,Invalidate CloudFront distribution paths,https://github.com/marketplace/actions/invalidate-aws-cloudfront,26
File Changes Action,"Creates outputs variables of files modified, added, or removed by a PR or Push",https://github.com/marketplace/actions/file-changes-action,26
Run tfsec PR commenter,Runs tfsec and adds comments to the PR where checks have failed,https://github.com/marketplace/actions/run-tfsec-pr-commenter,26
Browser Platform Publisher,Publish your browser extension anywhere using a single action,https://github.com/marketplace/actions/browser-platform-publisher,26
Remote SSH Commands,Run remote ssh commands,https://github.com/marketplace/actions/remote-ssh-commands,26
Merge branch,A GitHub Action that manage git merge for any gitflow,https://github.com/marketplace/actions/merge-branch,27
Nx set SHAs,"Derives SHAs for base and head for use in nx affected commands, optionally setting them as env variables for the current
job",https://github.com/marketplace/actions/nx-set-shas,27
Docker Compose Action,This action runs your compose file(s) and clean up before action finished,https://github.com/marketplace/actions/docker-compose-action,27
Hexo Action,Hexo CI/CD action for automating deployment,https://github.com/marketplace/actions/hexo-action,27
JaCoCo Report,Publishes the JaCoCo report as a comment in the Pull Request,https://github.com/marketplace/actions/jacoco-report,27
Code Coverage Report,Comments a pull request with the code coverage,https://github.com/marketplace/actions/code-coverage-report,27
React Native Android Build APK,This github action automatically builds the android apk under the artifact section,https://github.com/marketplace/actions/react-native-android-build-apk,27
Figma Action,Export image assets from figma to GitHub,https://github.com/marketplace/actions/figma-action,27
cuda-toolkit,Installs NVIDIA CUDA Toolkit and adds it to PATH,https://github.com/marketplace/actions/cuda-toolkit,27
Setup Chrome,Install and setup Google Chrome and Chromium,https://github.com/marketplace/actions/setup-chrome,27
Frogo-Recycler-View,"Library Easy FrogoRecyclerView Based on RecyclerView, Full and Clear Documentation, Have Empty View :books:",https://github.com/marketplace/actions/frogo-recycler-view,27
Dependent Issues,Mark issues as dependent on another,https://github.com/marketplace/actions/dependent-issues,27
Azure Functions Action,Deploy Function App to Azure Functions,https://github.com/marketplace/actions/azure-functions-action,27
Github Action Merge Dependabot,Automatically approve and merge dependabot PRs,https://github.com/marketplace/actions/github-action-merge-dependabot,27
awake-action,Keep your free server awake,https://github.com/marketplace/actions/awake-action,27
Very Good Coverage,Enforce LCOV Coverage Thresholds,https://github.com/marketplace/actions/very-good-coverage,27
Configure GitHub Pages,"A GitHub Action to enable Pages, extract various metadata about a site, and configure some supported static site
generators",https://github.com/marketplace/actions/configure-github-pages,27
terraform-docs-gh-actions,Generate Terraform module documentation in pull requests,https://github.com/marketplace/actions/terraform-docs-gh-actions,27
ARM runner,Composite action to run commands within a qemu chrooted environment,https://github.com/marketplace/actions/arm-runner,27
Set up GitHub Actions caching for Turborepo,Sets up Turborepo Remote Caching to work with GitHub Actions’ built-in cache. No Vercel account access tokens needed,https://github.com/marketplace/actions/set-up-github-actions-caching-for-turborepo,27
PR Compliance Action,Action to check PR compliance on various aspects to improve maintainer QOL.,https://github.com/marketplace/actions/pr-compliance-action,28
hugo-obsidian,simple GitHub action to parse Markdown Links into a .yaml file for Hugo,https://github.com/marketplace/actions/hugo-obsidian,28
GitHub Test Reporter,"Build, publish and view test reports on job summaries and pull requests",https://github.com/marketplace/actions/github-test-reporter,28
Tag/Release on Push Action,Creates a Tag/Release on Push. Generates Release Notes. Customizable with Pull Request Labels,https://github.com/marketplace/actions/tag-release-on-push-action,28
WoW Packager,Build and publish World of Warcraft AddOns,https://github.com/marketplace/actions/wow-packager,28
Get Secret Manager secrets,Get secrets from Google Secret Manager and make their results available as output variables,https://github.com/marketplace/actions/get-secret-manager-secrets,28
Get current package version,Get the current version of the npm package,https://github.com/marketplace/actions/get-current-package-version,28
Setup AWS SAM CLI,Setup AWS SAM CLI and add it to the PATH,https://github.com/marketplace/actions/setup-aws-sam-cli,28
Build executables or extension modules from Python projects,"Build a modules or standalone executable from python code using Nuitka on Mac/Linux/Windows. Very wide range of
compatibility",https://github.com/marketplace/actions/build-executables-or-extension-modules-from-python-projects,28
The PHP Security Checker,Checks composer.json for known vulnerabilities in your package dependencies,https://github.com/marketplace/actions/the-php-security-checker,28
Buildah Build,"Build a container image, with or without a Containerfile",https://github.com/marketplace/actions/buildah-build,28
